id,symbol,date,rsi,macd,macd_signal,percent_b,atr,price_change,ma_trend,rsi_zscore,macd_zscore,bollinger_zscore,atr_zscore,price_momentum_zscore,ma_trend_zscore,composite_zscore,signal,signal_strength,lookback_period,data_quality,created_at,updated_at
727,XLB,"""2024-09-12T04:00:00.000Z""",39.25,-0.365,-0.292,0.1898,1.9172,0.4107,-3.2881,-1.1457,-1.4125,-1.0088,2.1417,0.3492,-1.2702,-0.6513,HOLD,0.22,20,good,"""2025-08-06T00:44:49.323Z""","""2025-08-06T00:44:49.323Z"""
728,XLB,"""2024-09-13T04:00:00.000Z""",45.15,-0.3596,-0.2877,0.3262,1.9451,1.5881,-1.806,-0.6826,-1.3667,-0.7054,1.8839,1.0819,-0.7204,-0.3395,HOLD,0.08,20,good,"""2025-08-06T00:44:49.324Z""","""2025-08-06T00:44:49.324Z"""
729,XLB,"""2024-09-16T04:00:00.000Z""",46.56,-0.3201,-0.2561,0.4182,1.9518,0.9237,-0.8528,-0.5386,-1.1677,-0.4101,1.6571,0.7683,-0.3231,-0.2394,HOLD,0.06,20,good,"""2025-08-06T00:44:49.324Z""","""2025-08-06T00:44:49.324Z"""
730,XLB,"""2024-09-17T04:00:00.000Z""",45.07,-0.2497,-0.1998,0.5192,1.9286,1.0561,0.2001,-0.6557,-0.8482,-0.0999,1.4306,0.8269,0.0955,-0.1143,HOLD,0.03,20,good,"""2025-08-06T00:44:49.325Z""","""2025-08-06T00:44:49.325Z"""
731,XLB,"""2024-09-18T04:00:00.000Z""",49.11,-0.1398,-0.1118,0.6523,1.9196,1.5095,1.6004,-0.2935,-0.3857,0.2645,1.2685,1.0697,0.6029,0.2175,HOLD,0.05,20,good,"""2025-08-06T00:44:49.325Z""","""2025-08-06T00:44:49.325Z"""
732,XLB,"""2024-09-19T04:00:00.000Z""",49.87,0.0333,0.0266,0.8472,1.9165,2.448,3.8485,-0.1884,0.3292,0.7752,1.146,1.5845,1.3324,0.637,HOLD,0.21,20,good,"""2025-08-06T00:44:49.326Z""","""2025-08-06T00:44:49.326Z"""
733,XLB,"""2024-09-20T04:00:00.000Z""",48.87,0.1597,0.1278,0.7939,1.8904,-0.2456,3.3788,-0.2611,0.8091,0.5782,0.9975,-0.3287,1.0665,0.3808,HOLD,0.1,20,good,"""2025-08-06T00:44:49.326Z""","""2025-08-06T00:44:49.326Z"""
734,XLB,"""2024-09-23T04:00:00.000Z""",56.42,0.3008,0.2406,0.8593,2.0301,1.2313,4.3691,0.3897,1.2808,0.7142,1.179,0.6746,1.2878,0.8726,HOLD,0.29,20,good,"""2025-08-06T00:44:49.327Z""","""2025-08-06T00:44:49.327Z"""
735,XLB,"""2024-09-24T04:00:00.000Z""",58.17,0.4263,0.341,0.8585,2.1994,0.5086,4.615,0.5394,1.5894,0.6775,1.4285,0.1635,1.2511,0.9263,HOLD,0.31,20,good,"""2025-08-06T00:44:49.327Z""","""2025-08-06T00:44:49.327Z"""
736,XLB,"""2024-09-25T04:00:00.000Z""",59.89,0.5038,0.403,0.7972,2.3424,-0.44,3.9728,0.6511,1.6575,0.5409,1.6288,-0.4447,0.9913,0.8536,HOLD,0.28,20,good,"""2025-08-06T00:44:49.328Z""","""2025-08-06T00:44:49.328Z"""
737,XLB,"""2024-09-26T04:00:00.000Z""",66.52,0.5021,0.4017,0.6672,2.367,-1.5691,2.2592,1.171,1.4738,0.2149,1.5847,-1.1465,0.443,0.7242,HOLD,0.24,20,good,"""2025-08-06T00:44:49.328Z""","""2025-08-06T00:44:49.328Z"""
738,XLB,"""2024-09-27T04:00:00.000Z""",74.17,0.4711,0.3769,0.6227,2.2324,-0.6736,1.6357,1.7422,1.2618,0.1867,1.1576,-0.4521,0.2926,0.8562,HOLD,0.29,20,good,"""2025-08-06T00:44:49.329Z""","""2025-08-06T00:44:49.329Z"""
739,XLB,"""2024-09-30T04:00:00.000Z""",70.75,0.4,0.32,0.5437,1.9866,-1.1754,0.5705,1.4208,0.9886,0.019,0.4552,-0.7602,-0.0025,0.5364,HOLD,0.18,20,good,"""2025-08-06T00:44:49.329Z""","""2025-08-06T00:44:49.329Z"""
740,XLB,"""2024-10-01T04:00:00.000Z""",71.69,0.3789,0.3031,0.6306,1.7319,1.1208,1.7035,1.4,0.8993,0.3695,-0.2986,0.8034,0.4013,0.761,HOLD,0.25,20,good,"""2025-08-06T00:44:49.330Z""","""2025-08-06T00:44:49.330Z"""
741,XLB,"""2024-10-02T04:00:00.000Z""",71.87,0.3747,0.2998,0.6649,1.4237,0.475,2.1607,1.3894,0.8713,0.5244,-1.224,0.3161,0.5583,0.6247,HOLD,0.21,20,good,"""2025-08-06T00:44:49.330Z""","""2025-08-06T00:44:49.330Z"""
742,XLB,"""2024-10-03T04:00:00.000Z""",60.84,0.3065,0.2452,0.5326,1.2013,-1.7109,0.4267,0.6009,0.651,0.0639,-1.9692,-1.1943,-0.0261,-0.0561,HOLD,0.01,20,good,"""2025-08-06T00:44:49.331Z""","""2025-08-06T00:44:49.331Z"""
743,XLB,"""2024-10-04T04:00:00.000Z""",51.63,0.1842,0.1474,0.3827,1.153,-1.8781,-1.5172,-0.1728,0.2556,-0.5293,-2.1143,-1.5074,-0.7126,-0.5675,HOLD,0.19,20,good,"""2025-08-06T00:44:49.331Z""","""2025-08-06T00:44:49.331Z"""
744,XLB,"""2024-10-07T04:00:00.000Z""",48.73,0.0903,0.0722,0.3699,1.1832,0.1167,-1.5776,-0.4924,-0.0639,-0.714,-1.8766,-0.0637,-0.8291,-0.5263,HOLD,0.18,20,good,"""2025-08-06T00:44:49.332Z""","""2025-08-06T00:44:49.332Z"""
745,XLB,"""2024-10-08T04:00:00.000Z""",42.14,0.0037,0.003,0.3095,1.308,-0.3497,-2.1049,-1.131,-0.3822,-1.1376,-1.4001,-0.4744,-1.1517,-0.8753,HOLD,0.29,20,good,"""2025-08-06T00:44:49.332Z""","""2025-08-06T00:44:49.332Z"""
746,XLB,"""2024-10-09T04:00:00.000Z""",38.87,-0.0051,-0.0041,0.4346,1.3098,1.7314,-0.6478,-1.4314,-0.4813,-0.6951,-1.2691,1.2262,-0.6885,-0.5943,HOLD,0.2,20,good,"""2025-08-06T00:44:49.333Z""","""2025-08-06T00:44:49.333Z"""
747,XLB,"""2024-10-10T04:00:00.000Z""",43.37,0.0183,0.0146,0.4951,1.2899,0.874,-0.0422,-1.0696,-0.5045,-0.5154,-1.1949,0.4925,-0.5434,-0.5708,HOLD,0.19,20,good,"""2025-08-06T00:44:49.333Z""","""2025-08-06T00:44:49.333Z"""
748,XLB,"""2024-10-11T04:00:00.000Z""",32.06,-0.0425,-0.034,0.2114,1.2628,-2.2572,-2.3707,-1.8894,-0.861,-1.9756,-1.1422,-1.8136,-1.5969,-1.5299,SELL,0.76,20,good,"""2025-08-06T00:44:49.334Z""","""2025-08-06T00:44:49.334Z"""
749,XLB,"""2024-10-14T04:00:00.000Z""",32.68,-0.0666,-0.0532,0.2757,1.1017,0.6765,-1.7718,-1.6626,-1.0982,-1.5235,-1.3693,0.4703,-1.2694,-1.112,HOLD,0.37,20,good,"""2025-08-06T00:44:49.334Z""","""2025-08-06T00:44:49.334Z"""
750,XLB,"""2024-10-15T04:00:00.000Z""",39.8,-0.0328,-0.0262,0.4508,0.8991,1.506,-0.3775,-1.0576,-1.0743,-0.6052,-1.6128,1.0811,-0.6218,-0.685,HOLD,0.23,20,good,"""2025-08-06T00:44:49.335Z""","""2025-08-06T00:44:49.335Z"""
751,XLB,"""2024-10-16T04:00:00.000Z""",46.77,0.018,0.0144,0.5339,0.8405,0.6848,0.2591,-0.5034,-0.9135,-0.1538,-1.5345,0.496,-0.3055,-0.4869,HOLD,0.12,20,good,"""2025-08-06T00:44:49.335Z""","""2025-08-06T00:44:49.335Z"""
752,XLB,"""2024-10-17T04:00:00.000Z""",48.52,0.0528,0.0422,0.5275,0.8191,-0.136,0.2059,-0.3618,-0.7477,-0.1112,-1.4048,-0.0527,-0.2591,-0.4683,HOLD,0.12,20,good,"""2025-08-06T00:44:49.336Z""","""2025-08-06T00:44:49.336Z"""
753,XLB,"""2024-10-18T04:00:00.000Z""",50.9,0.0619,0.0495,0.4728,0.8237,-0.4994,-0.1992,-0.1856,-0.6704,-0.3349,-1.2527,-0.3572,-0.3794,-0.481,HOLD,0.12,20,good,"""2025-08-06T00:44:49.336Z""","""2025-08-06T00:44:49.336Z"""
754,XLB,"""2024-10-21T04:00:00.000Z""",43.89,0.0404,0.0323,0.3829,0.7791,-0.7985,-0.7997,-0.6741,-0.7079,-0.7702,-1.2072,-0.5439,-0.5976,-0.7231,HOLD,0.24,20,good,"""2025-08-06T00:44:49.337Z""","""2025-08-06T00:44:49.337Z"""
755,XLB,"""2024-10-22T04:00:00.000Z""",46.83,0.0662,0.0529,0.6009,0.7172,1.242,0.5964,-0.4048,-0.5083,0.7356,-1.2112,1.2098,0.2988,-0.0277,HOLD,0.01,20,good,"""2025-08-06T00:44:49.337Z""","""2025-08-06T00:44:49.337Z"""
756,XLB,"""2024-10-23T04:00:00.000Z""",50.77,0.0641,0.0513,0.5303,0.7216,-0.6134,0.1511,-0.0675,-0.4408,0.3829,-1.1291,-0.3908,0.1675,-0.2244,HOLD,0.06,20,good,"""2025-08-06T00:44:49.338Z""","""2025-08-06T00:44:49.338Z"""
757,XLB,"""2024-10-24T04:00:00.000Z""",50.17,-0.0093,-0.0074,0.1537,0.7187,-2.0343,-1.6972,-0.0525,-0.7758,-2.1989,-1.1022,-1.5564,-1.1304,-0.9936,HOLD,0.33,20,good,"""2025-08-06T00:44:49.338Z""","""2025-08-06T00:44:49.338Z"""
758,XLB,"""2024-10-25T04:00:00.000Z""",48.41,-0.0794,-0.0635,0.1245,0.7475,-0.3733,-1.891,-0.1003,-1.1441,-2.0488,-1.0234,-0.1718,-1.1745,-0.864,HOLD,0.29,20,good,"""2025-08-06T00:44:49.339Z""","""2025-08-06T00:44:49.339Z"""
759,XLB,"""2024-10-28T04:00:00.000Z""",45.03,-0.1813,-0.1451,-0.0319,0.8787,-1.4052,-3.0892,-0.3176,-1.7071,-2.44,-0.5919,-1.0244,-1.8452,-1.2696,HOLD,0.42,20,good,"""2025-08-06T00:44:49.339Z""","""2025-08-06T00:44:49.339Z"""
760,XLB,"""2024-10-29T04:00:00.000Z""",45.71,-0.1937,-0.155,0.3137,0.9004,1.9477,-1.0547,-0.1443,-1.7043,-0.4272,-0.4407,1.6677,-0.2352,-0.3437,HOLD,0.09,20,good,"""2025-08-06T00:44:49.339Z""","""2025-08-06T00:44:49.339Z"""
761,XLB,"""2024-10-30T04:00:00.000Z""",39.22,-0.2403,-0.1922,0.1449,0.9497,-1.1417,-1.9594,-0.9287,-2.0009,-1.2985,-0.1425,-0.7298,-0.9424,-1.1451,HOLD,0.38,20,good,"""2025-08-06T00:44:49.340Z""","""2025-08-06T00:44:49.340Z"""
762,XLB,"""2024-10-31T04:00:00.000Z""",53.8,-0.199,-0.1592,0.5451,0.9334,2.2154,0.2462,1.5037,-1.6428,1.1005,-0.1605,1.6985,1.1865,0.4877,HOLD,0.12,20,good,"""2025-08-06T00:44:49.340Z""","""2025-08-06T00:44:49.340Z"""
763,XLB,"""2024-11-01T04:00:00.000Z""",55.62,-0.1198,-0.0958,0.7551,0.9582,1.2912,1.4128,1.6975,-0.8358,1.998,0.0053,0.9068,1.9549,0.8472,HOLD,0.28,20,good,"""2025-08-06T00:44:49.341Z""","""2025-08-06T00:44:49.341Z"""
764,XLB,"""2024-11-04T04:00:00.000Z""",61.13,0.0729,0.0583,1.181,1.2684,3.6877,4.8307,2.1775,1.1474,2.9674,1.465,2.261,3.196,2.0816,BUY,1.0,20,good,"""2025-08-06T00:44:49.341Z""","""2025-08-06T00:44:49.341Z"""
765,XLB,"""2024-11-05T04:00:00.000Z""",62.75,0.2741,0.2193,1.1651,1.6302,1.405,5.8833,2.0184,2.5233,2.327,2.6642,0.6686,2.8096,2.1322,BUY,1.0,20,good,"""2025-08-06T00:44:49.342Z""","""2025-08-06T00:44:49.342Z"""
766,XLB,"""2024-11-06T04:00:00.000Z""",63.21,0.4286,0.3429,1.0421,1.9006,0.0,5.5554,1.7996,2.7968,1.6786,2.8805,-0.2128,2.1783,1.8749,BUY,0.94,20,good,"""2025-08-06T00:44:49.342Z""","""2025-08-06T00:44:49.342Z"""
767,XLB,"""2024-11-07T04:00:00.000Z""",64.97,0.5447,0.4358,0.9643,2.1118,0.0,5.2752,1.7383,2.671,1.3058,2.7321,-0.1837,1.7853,1.7224,BUY,0.86,20,good,"""2025-08-06T00:44:49.343Z""","""2025-08-06T00:44:49.343Z"""
768,XLB,"""2024-11-08T04:00:00.000Z""",62.98,0.5817,0.4654,0.8086,2.1879,-1.299,3.5866,1.4143,2.3006,0.7682,2.3745,-1.1551,1.0488,1.213,HOLD,0.4,20,good,"""2025-08-06T00:44:49.343Z""","""2025-08-06T00:44:49.343Z"""
769,XLB,"""2024-11-11T04:00:00.000Z""",62.09,0.6319,0.5055,0.836,2.2958,0.7677,4.0532,1.244,2.0921,0.7674,2.155,0.3179,1.1034,1.3226,HOLD,0.44,20,good,"""2025-08-06T00:44:49.344Z""","""2025-08-06T00:44:49.344Z"""
770,XLB,"""2024-11-12T04:00:00.000Z""",63.21,0.6537,0.523,0.7828,2.3586,-0.283,3.5243,1.266,1.8594,0.5594,1.9274,-0.374,0.8282,1.0847,HOLD,0.36,20,good,"""2025-08-06T00:44:49.344Z""","""2025-08-06T00:44:49.344Z"""
771,XLB,"""2024-11-13T04:00:00.000Z""",71.51,0.6665,0.5332,0.7656,2.3249,0.0873,3.4113,1.9704,1.6614,0.4727,1.6351,-0.0841,0.7222,1.202,HOLD,0.4,20,good,"""2025-08-06T00:44:49.345Z""","""2025-08-06T00:44:49.345Z"""
772,XLB,"""2024-11-14T04:00:00.000Z""",77.61,0.7759,0.6207,0.9328,2.3737,2.9226,6.0581,2.1962,1.7458,0.883,1.5138,1.7173,1.4823,1.6751,BUY,0.84,20,good,"""2025-08-06T00:44:49.345Z""","""2025-08-06T00:44:49.345Z"""
773,XLB,"""2024-11-15T04:00:00.000Z""",84.52,0.8806,0.7045,0.9233,2.2525,0.7417,6.4011,2.3238,1.7756,0.7825,1.1964,0.2182,1.421,1.4367,HOLD,0.48,20,good,"""2025-08-06T00:44:49.346Z""","""2025-08-06T00:44:49.346Z"""
774,XLB,"""2024-11-18T04:00:00.000Z""",76.64,0.9079,0.7264,0.8055,2.0934,-1.178,4.7375,1.4684,1.6195,0.3946,0.8671,-1.0505,0.7955,0.8399,HOLD,0.28,20,good,"""2025-08-06T00:44:49.346Z""","""2025-08-06T00:44:49.346Z"""
775,XLB,"""2024-11-19T04:00:00.000Z""",75.84,0.8736,0.6988,0.7039,1.6306,-1.2133,3.1918,1.2608,1.3665,0.0901,0.1074,-0.9752,0.25,0.5598,HOLD,0.19,20,good,"""2025-08-06T00:44:49.347Z""","""2025-08-06T00:44:49.347Z"""
776,XLB,"""2024-11-20T04:00:00.000Z""",64.9,0.7736,0.6189,0.5792,1.2561,-1.7022,1.2248,0.2919,1.016,-0.2734,-0.5404,-1.2202,-0.4186,0.007,HOLD,0.0,20,good,"""2025-08-06T00:44:49.347Z""","""2025-08-06T00:44:49.347Z"""
777,XLB,"""2024-11-21T04:00:00.000Z""",62.73,0.6961,0.5569,0.5792,0.9065,0.263,1.1678,0.0554,0.7482,-0.3546,-1.1463,-0.0495,-0.5083,-0.0252,HOLD,0.01,20,good,"""2025-08-06T00:44:49.348Z""","""2025-08-06T00:44:49.348Z"""
778,XLB,"""2024-11-22T04:00:00.000Z""",55.39,0.6633,0.5307,0.628,0.8656,0.9838,1.7704,-0.6321,0.5936,-0.3076,-1.2399,0.3897,-0.3869,-0.16,HOLD,0.04,20,good,"""2025-08-06T00:44:49.348Z""","""2025-08-06T00:44:49.348Z"""
779,XLB,"""2024-11-25T04:00:00.000Z""",44.84,0.5814,0.4652,0.5036,0.9031,-1.3206,0.0428,-1.5746,0.3137,-0.9577,-1.1819,-1.1673,-1.2087,-0.873,HOLD,0.29,20,good,"""2025-08-06T00:44:49.349Z""","""2025-08-06T00:44:49.349Z"""
780,XLB,"""2024-11-26T04:00:00.000Z""",50.53,0.5649,0.4519,0.6089,0.9034,1.4919,1.1645,-1.1186,0.185,-0.6476,-1.182,0.7569,-0.8397,-0.4192,HOLD,0.1,20,good,"""2025-08-06T00:44:49.349Z""","""2025-08-06T00:44:49.349Z"""
781,XLB,"""2024-11-27T04:00:00.000Z""",45.93,0.4928,0.3943,0.4245,0.9334,-1.4267,-0.6233,-1.6726,-0.1467,-1.7009,-1.1284,-1.2175,-1.7556,-1.181,HOLD,0.39,20,good,"""2025-08-06T00:44:49.350Z""","""2025-08-06T00:44:49.350Z"""
782,XLB,"""2024-11-28T04:00:00.000Z""",50.74,0.438,0.3504,0.395,0.9242,0.1974,-0.6782,-1.1684,-0.517,-1.7183,-1.1421,-0.0519,-1.7035,-0.9715,HOLD,0.32,20,good,"""2025-08-06T00:44:49.350Z""","""2025-08-06T00:44:49.350Z"""
783,XLB,"""2024-11-29T04:00:00.000Z""",46.94,0.378,0.3024,0.2641,0.9528,-0.3283,-1.1772,-1.4289,-1.0567,-1.9689,-1.093,-0.3698,-1.7411,-1.2556,HOLD,0.42,20,good,"""2025-08-06T00:44:49.351Z""","""2025-08-06T00:44:49.351Z"""
784,XLB,"""2024-12-02T04:00:00.000Z""",44.95,0.2932,0.2346,0.11,1.026,-0.9223,-2.0429,-1.4508,-1.7267,-2.2396,-0.9355,-0.7561,-1.8122,-1.5185,SELL,0.76,20,good,"""2025-08-06T00:44:49.351Z""","""2025-08-06T00:44:49.351Z"""
785,XLB,"""2024-12-03T04:00:00.000Z""",47.63,0.2546,0.2036,0.2897,1.0472,0.8644,-1.1233,-1.1137,-1.9157,-1.4336,-0.8364,0.8189,-1.3144,-1.0646,HOLD,0.35,20,good,"""2025-08-06T00:44:49.352Z""","""2025-08-06T00:44:49.352Z"""
786,XLB,"""2024-12-04T04:00:00.000Z""",32.25,0.1727,0.1382,0.099,1.0268,-1.3404,-2.3117,-2.0207,-2.0702,-1.9326,-0.7916,-1.0295,-1.5799,-1.7042,SELL,0.85,20,good,"""2025-08-06T00:44:49.352Z""","""2025-08-06T00:44:49.352Z"""
787,XLB,"""2024-12-05T04:00:00.000Z""",36.85,0.172,0.1376,0.4173,0.7698,1.8263,-0.4767,-1.4852,-1.806,-0.627,-1.0889,1.4995,-0.8023,-0.881,HOLD,0.29,20,good,"""2025-08-06T00:44:49.353Z""","""2025-08-06T00:44:49.353Z"""
788,XLB,"""2024-12-06T04:00:00.000Z""",38.58,0.1496,0.1197,0.3262,0.5902,-0.5468,-1.008,-1.2294,-1.6713,-0.8993,-1.2424,-0.4436,-0.9131,-1.1422,HOLD,0.38,20,good,"""2025-08-06T00:44:49.353Z""","""2025-08-06T00:44:49.353Z"""
789,XLB,"""2024-12-09T04:00:00.000Z""",32.04,-0.0229,-0.0183,-0.1634,0.9417,-4.2226,-4.9407,-1.483,-2.0063,-2.3416,-0.6059,-2.6251,-2.0475,-1.8827,SELL,0.94,20,good,"""2025-08-06T00:44:49.354Z""","""2025-08-06T00:44:49.354Z"""
790,XLB,"""2024-12-10T04:00:00.000Z""",37.57,-0.1394,-0.1115,0.0003,1.1399,0.5281,-4.2265,-1.0243,-2.0387,-1.5589,-0.1885,0.4884,-1.5837,-1.1036,HOLD,0.37,20,good,"""2025-08-06T00:44:49.354Z""","""2025-08-06T00:44:49.354Z"""
791,XLB,"""2024-12-11T04:00:00.000Z""",37.99,-0.2155,-0.1724,0.1003,1.2422,0.3883,-3.6543,-0.9029,-1.9399,-1.1024,0.1091,0.3855,-1.2525,-0.9326,HOLD,0.31,20,good,"""2025-08-06T00:44:49.355Z""","""2025-08-06T00:44:49.355Z"""
792,XLB,"""2024-12-12T04:00:00.000Z""",30.16,-0.3437,-0.2749,-0.0243,1.4189,-2.025,-5.1761,-1.2846,-1.976,-1.4021,0.6766,-1.1316,-1.6207,-1.2896,HOLD,0.43,20,good,"""2025-08-06T00:44:49.355Z""","""2025-08-06T00:44:49.355Z"""
793,XLB,"""2024-12-13T04:00:00.000Z""",34.49,-0.4242,-0.3394,0.0604,1.5394,0.4645,-4.2846,-0.9574,-1.9109,-1.0327,1.2888,0.6687,-1.2802,-0.7708,HOLD,0.26,20,good,"""2025-08-06T00:44:49.356Z""","""2025-08-06T00:44:49.356Z"""
794,XLB,"""2024-12-16T04:00:00.000Z""",26.24,-0.5176,-0.4141,0.024,1.5931,-1.0171,-4.8201,-1.5006,-1.8948,-1.0834,1.8618,-0.4088,-1.4165,-1.0282,HOLD,0.34,20,good,"""2025-08-06T00:44:49.356Z""","""2025-08-06T00:44:49.356Z"""
795,XLB,"""2024-12-17T04:00:00.000Z""",27.1,-0.6192,-0.4953,0.0112,1.7356,-1.0042,-5.3531,-1.4251,-1.8951,-1.0425,2.268,-0.4085,-1.5207,-0.973,HOLD,0.32,20,good,"""2025-08-06T00:44:49.357Z""","""2025-08-06T00:44:49.357Z"""
796,XLB,"""2024-12-18T04:00:00.000Z""",23.06,-0.7659,-0.6127,-0.0509,1.9613,-2.1939,-6.9976,-1.6895,-1.9566,-1.1817,2.4489,-1.2321,-1.9303,-1.2217,HOLD,0.41,20,good,"""2025-08-06T00:44:49.357Z""","""2025-08-06T00:44:49.357Z"""
797,XLB,"""2024-12-19T04:00:00.000Z""",27.91,-0.8346,-0.6677,0.0915,2.0121,1.1336,-5.5397,-1.1646,-1.851,-0.5068,2.1433,1.0838,-1.2179,-0.5748,HOLD,0.19,20,good,"""2025-08-06T00:44:49.358Z""","""2025-08-06T00:44:49.358Z"""
798,XLB,"""2024-12-20T04:00:00.000Z""",36.47,-0.8103,-0.6483,0.259,1.9635,2.051,-3.2316,-0.1379,-1.609,0.3509,1.7494,1.6076,-0.1837,0.0136,HOLD,0.0,20,good,"""2025-08-06T00:44:49.358Z""","""2025-08-06T00:44:49.358Z"""
799,XLB,"""2024-12-23T04:00:00.000Z""",32.39,-0.8036,-0.6429,0.2411,1.8349,-0.631,-3.5084,-0.5615,-1.4385,0.3492,1.2922,-0.198,-0.2386,-0.372,HOLD,0.09,20,good,"""2025-08-06T00:44:49.358Z""","""2025-08-06T00:44:49.359Z"""
800,XLB,"""2024-12-24T04:00:00.000Z""",34.98,-0.7884,-0.6307,0.2651,1.75,0.0235,-3.0755,-0.1626,-1.2822,0.6533,0.9908,0.3014,0.072,-0.1117,HOLD,0.03,20,good,"""2025-08-06T00:44:49.359Z""","""2025-08-06T00:44:49.359Z"""
801,XLB,"""2024-12-25T04:00:00.000Z""",35.96,-0.6925,-0.554,0.4451,1.4204,2.2102,-0.6922,0.0338,-0.9811,1.7172,0.1786,1.6011,1.3298,0.4118,HOLD,0.1,20,good,"""2025-08-06T00:44:49.359Z""","""2025-08-06T00:44:49.359Z"""
802,XLB,"""2024-12-26T04:00:00.000Z""",39.38,-0.5864,-0.4691,0.516,1.0653,0.6671,0.1912,0.6557,-0.6642,1.9826,-0.683,0.5683,1.7124,0.4835,HOLD,0.12,20,good,"""2025-08-06T00:44:49.360Z""","""2025-08-06T00:44:49.360Z"""
803,XLB,"""2024-12-27T04:00:00.000Z""",53.16,-0.4813,-0.3851,0.5717,1.1118,0.4342,0.8097,2.4825,-0.3353,1.9841,-0.5999,0.3899,1.8422,1.0171,HOLD,0.34,20,good,"""2025-08-06T00:44:49.360Z""","""2025-08-06T00:44:49.360Z"""
804,XLB,"""2024-12-30T04:00:00.000Z""",45.36,-0.4582,-0.3666,0.4242,1.064,-1.843,-0.823,1.3804,-0.1944,1.1231,-0.7228,-1.0367,1.0164,0.3388,HOLD,0.08,20,good,"""2025-08-06T00:44:49.361Z""","""2025-08-06T00:44:49.361Z"""
805,XLB,"""2024-12-31T04:00:00.000Z""",42.84,-0.4492,-0.3594,0.4055,0.9767,-0.4172,-0.9465,1.1145,-0.0793,0.9827,-0.9197,-0.091,0.9514,0.3957,HOLD,0.1,20,good,"""2025-08-06T00:44:49.361Z""","""2025-08-06T00:44:49.361Z"""
806,XLB,"""2025-01-01T04:00:00.000Z""",45.19,-0.4793,-0.3835,0.304,0.9862,-1.2337,-1.8891,1.308,-0.0788,0.4463,-0.8882,-0.6211,0.5036,0.2426,HOLD,0.06,20,good,"""2025-08-06T00:44:49.362Z""","""2025-08-06T00:44:49.362Z"""
807,XLB,"""2025-01-02T04:00:00.000Z""",46.1,-0.4727,-0.3782,0.3969,0.9688,0.7306,-0.8307,1.3083,0.0568,0.9022,-0.9821,0.7066,1.0082,0.5852,HOLD,0.2,20,good,"""2025-08-06T00:44:49.362Z""","""2025-08-06T00:44:49.362Z"""
808,XLB,"""2025-01-03T04:00:00.000Z""",47.97,-0.4765,-0.3812,0.3538,0.9722,-0.4212,-0.9138,1.4181,0.1922,0.6844,-1.1002,-0.0685,0.9654,0.4815,HOLD,0.12,20,good,"""2025-08-06T00:44:49.363Z""","""2025-08-06T00:44:49.363Z"""
809,XLB,"""2025-01-06T04:00:00.000Z""",59.04,-0.3855,-0.3084,0.7625,1.0187,2.6081,1.6562,2.2832,0.7853,2.2755,-0.9976,1.9377,1.8543,1.4848,HOLD,0.49,20,good,"""2025-08-06T00:44:49.363Z""","""2025-08-06T00:44:49.363Z"""
810,XLB,"""2025-01-07T04:00:00.000Z""",69.83,-0.2795,-0.2236,0.8866,0.9386,0.8702,2.5086,2.6247,1.4644,2.3162,-1.1576,0.6184,1.8923,1.5359,BUY,0.77,20,good,"""2025-08-06T00:44:49.364Z""","""2025-08-06T00:44:49.364Z"""
811,XLB,"""2025-01-08T04:00:00.000Z""",71.53,-0.1247,-0.0997,1.0949,1.0711,1.9523,4.3933,2.2508,2.1855,2.4688,-0.7766,1.3056,2.162,1.8138,BUY,0.91,20,good,"""2025-08-06T00:44:49.364Z""","""2025-08-06T00:44:49.364Z"""
812,XLB,"""2025-01-09T04:00:00.000Z""",58.6,-0.0753,-0.0603,0.7804,1.0887,-2.0485,2.1444,1.1564,2.1321,1.2866,-0.6799,-1.5392,1.2552,0.8418,HOLD,0.28,20,good,"""2025-08-06T00:44:49.365Z""","""2025-08-06T00:44:49.365Z"""
813,XLB,"""2025-01-10T04:00:00.000Z""",59.62,-0.0478,-0.0382,0.7214,1.0487,-0.341,1.7276,1.1125,1.9545,0.988,-0.7142,-0.2966,1.0076,0.8998,HOLD,0.3,20,good,"""2025-08-06T00:44:49.365Z""","""2025-08-06T00:44:49.365Z"""
814,XLB,"""2025-01-13T04:00:00.000Z""",58.12,-0.0392,-0.0314,0.6569,0.9821,-0.3878,1.2333,0.9111,1.7336,0.6922,-0.8018,-0.3567,0.7568,0.707,HOLD,0.24,20,good,"""2025-08-06T00:44:49.366Z""","""2025-08-06T00:44:49.366Z"""
815,XLB,"""2025-01-14T04:00:00.000Z""",51.48,-0.0337,-0.0269,0.6343,0.9833,-0.0458,1.0393,0.3498,1.5456,0.5371,-0.7174,-0.1475,0.612,0.5217,HOLD,0.17,20,good,"""2025-08-06T00:44:49.366Z""","""2025-08-06T00:44:49.366Z"""
816,XLB,"""2025-01-15T04:00:00.000Z""",47.26,-0.0465,-0.0372,0.5448,0.9788,-0.504,0.3014,-0.0766,1.3469,0.1113,-0.6544,-0.5871,0.247,0.2054,HOLD,0.05,20,good,"""2025-08-06T00:44:49.367Z""","""2025-08-06T00:44:49.367Z"""
817,XLB,"""2025-01-16T04:00:00.000Z""",46.46,-0.048,-0.0384,0.5575,0.961,0.2303,0.3469,-0.2434,1.2263,0.0739,-0.6427,0.028,0.1637,0.2131,HOLD,0.05,20,good,"""2025-08-06T00:44:49.367Z""","""2025-08-06T00:44:49.367Z"""
