id,symbol,date,rsi,macd,macd_signal,percent_b,atr,price_change,ma_trend,created_at,updated_at
1495,XLC,"""2025-07-29T04:00:00.000Z""",46.45,0.0293,0.0234,0.2867,1.053,0.9783,-0.8296,"""2025-08-06T00:44:22.584Z""","""2025-08-06T00:44:22.584Z"""
1496,XLC,"""2025-07-30T04:00:00.000Z""",50.51,0.0214,0.0171,0.4228,1.0475,0.5228,-0.3012,"""2025-08-06T00:44:22.585Z""","""2025-08-06T00:44:22.585Z"""
1497,XLC,"""2025-07-31T04:00:00.000Z""",43.83,-0.0281,-0.0225,0.2328,1.0856,-0.8261,-1.0765,"""2025-08-06T00:44:22.586Z""","""2025-08-06T00:44:22.586Z"""
1498,XLC,"""2025-08-01T04:00:00.000Z""",44.71,-0.1128,-0.0902,0.0614,1.1995,-0.8946,-1.9054,"""2025-08-06T00:44:22.587Z""","""2025-08-06T00:44:22.587Z"""
1499,XLC,"""2025-08-04T04:00:00.000Z""",37.23,-0.2233,-0.1787,-0.0331,1.3705,-0.8872,-2.6649,"""2025-08-06T00:44:22.588Z""","""2025-08-06T00:44:22.588Z"""
1500,XLC,"""2025-08-05T04:00:00.000Z""",31.06,-0.3441,-0.2753,-0.0516,1.4836,-0.7224,-3.2231,"""2025-08-06T00:44:22.589Z""","""2025-08-06T00:44:22.589Z"""
1501,XLE,"""2023-09-06T04:00:00.000Z""",67.68,3.5646,2.8517,0.6657,7.9114,-3.532,4.3381,"""2025-08-06T00:44:22.597Z""","""2025-08-06T00:44:22.597Z"""
1502,XLE,"""2023-09-07T04:00:00.000Z""",67.7,3.4165,2.7332,0.6942,6.9931,1.2397,4.8932,"""2025-08-06T00:44:22.599Z""","""2025-08-06T00:44:22.599Z"""
1503,XLE,"""2023-09-08T04:00:00.000Z""",65.74,3.2271,2.5817,0.658,5.952,-0.4082,3.8339,"""2025-08-06T00:44:22.600Z""","""2025-08-06T00:44:22.600Z"""
1504,XLE,"""2023-09-11T04:00:00.000Z""",68.09,3.2662,2.613,0.7473,4.6942,2.6782,5.8865,"""2025-08-06T00:44:22.601Z""","""2025-08-06T00:44:22.601Z"""
1505,XLE,"""2023-09-12T04:00:00.000Z""",64.64,3.2221,2.5777,0.707,3.5483,-0.4363,4.6904,"""2025-08-06T00:44:22.602Z""","""2025-08-06T00:44:22.602Z"""
1506,XLE,"""2023-09-13T04:00:00.000Z""",55.85,2.9298,2.3439,0.5684,2.9012,-2.5825,1.4353,"""2025-08-06T00:44:22.603Z""","""2025-08-06T00:44:22.603Z"""
1507,XLE,"""2023-09-14T04:00:00.000Z""",57.48,3.0655,2.4524,0.7823,3.0728,4.7756,5.4045,"""2025-08-06T00:44:22.603Z""","""2025-08-06T00:44:22.603Z"""
1508,XLE,"""2023-09-15T04:00:00.000Z""",56.38,3.0579,2.4463,0.7183,2.9878,-0.9043,3.7105,"""2025-08-06T00:44:22.604Z""","""2025-08-06T00:44:22.604Z"""
1509,XLE,"""2023-09-18T04:00:00.000Z""",54.69,3.0506,2.4405,0.7315,3.0583,0.3871,3.4101,"""2025-08-06T00:44:22.605Z""","""2025-08-06T00:44:22.605Z"""
1510,XLE,"""2023-09-19T04:00:00.000Z""",58.04,3.3205,2.6564,0.9821,3.7825,3.5718,6.2127,"""2025-08-06T00:44:22.606Z""","""2025-08-06T00:44:22.606Z"""
1511,XLE,"""2023-09-20T04:00:00.000Z""",60.21,3.727,2.9816,1.1274,4.9564,2.5887,8.044,"""2025-08-06T00:44:22.607Z""","""2025-08-06T00:44:22.607Z"""
1512,XLE,"""2023-09-21T04:00:00.000Z""",55.28,3.9097,3.1277,0.9866,5.486,-1.0111,6.2641,"""2025-08-06T00:44:22.608Z""","""2025-08-06T00:44:22.608Z"""
1513,XLE,"""2023-09-22T04:00:00.000Z""",64.23,3.8886,3.1109,0.8383,5.4939,-1.3095,4.4549,"""2025-08-06T00:44:22.609Z""","""2025-08-06T00:44:22.609Z"""
1514,XLE,"""2023-09-25T04:00:00.000Z""",62.17,3.9865,3.1892,0.9197,5.9555,1.7603,5.7591,"""2025-08-06T00:44:22.610Z""","""2025-08-06T00:44:22.610Z"""
1515,XLE,"""2023-09-26T04:00:00.000Z""",66.05,3.8518,3.0815,0.7535,5.6535,-1.8081,3.5063,"""2025-08-06T00:44:22.611Z""","""2025-08-06T00:44:22.611Z"""
1516,XLE,"""2023-09-27T04:00:00.000Z""",60.87,3.5804,2.8643,0.6376,5.3185,-1.3545,1.8998,"""2025-08-06T00:44:22.612Z""","""2025-08-06T00:44:22.612Z"""
1517,XLE,"""2023-09-28T04:00:00.000Z""",63.32,3.4163,2.733,0.6942,4.829,1.0051,2.7113,"""2025-08-06T00:44:22.613Z""","""2025-08-06T00:44:22.613Z"""
1518,XLE,"""2023-09-29T04:00:00.000Z""",60.5,3.3102,2.6482,0.731,4.6955,0.6841,3.2919,"""2025-08-06T00:44:22.614Z""","""2025-08-06T00:44:22.614Z"""
1519,XLE,"""2023-10-02T04:00:00.000Z""",64.9,3.3856,2.7085,0.8514,4.632,2.1708,4.9797,"""2025-08-06T00:44:22.615Z""","""2025-08-06T00:44:22.615Z"""
1520,XLE,"""2023-10-03T04:00:00.000Z""",70.46,3.3654,2.6923,0.7872,3.5545,-0.4405,4.1678,"""2025-08-06T00:44:22.616Z""","""2025-08-06T00:44:22.616Z"""
1521,XLE,"""2023-10-04T04:00:00.000Z""",57.26,3.1237,2.499,0.622,3.2738,-2.0387,1.6372,"""2025-08-06T00:44:22.617Z""","""2025-08-06T00:44:22.617Z"""
1522,XLE,"""2023-10-05T04:00:00.000Z""",63.25,3.0711,2.4569,0.7447,2.7434,1.9129,3.1298,"""2025-08-06T00:44:22.618Z""","""2025-08-06T00:44:22.618Z"""
1523,XLE,"""2023-10-06T04:00:00.000Z""",64.82,3.117,2.4936,0.8291,2.2241,1.3295,3.9564,"""2025-08-06T00:44:22.619Z""","""2025-08-06T00:44:22.619Z"""
1524,XLE,"""2023-10-09T04:00:00.000Z""",60.28,3.1908,2.5526,0.8576,2.5187,0.789,4.3209,"""2025-08-06T00:44:22.620Z""","""2025-08-06T00:44:22.620Z"""
1525,XLE,"""2023-10-10T04:00:00.000Z""",56.5,3.2856,2.6285,0.8858,2.9328,0.7828,4.6179,"""2025-08-06T00:44:22.621Z""","""2025-08-06T00:44:22.621Z"""
1526,XLE,"""2023-10-11T04:00:00.000Z""",66.24,3.6232,2.8985,1.1142,4.1512,3.1828,7.1091,"""2025-08-06T00:44:22.622Z""","""2025-08-06T00:44:22.622Z"""
1527,XLE,"""2023-10-12T04:00:00.000Z""",75.23,4.1663,3.333,1.1889,5.8504,3.281,9.8173,"""2025-08-06T00:44:22.622Z""","""2025-08-06T00:44:22.622Z"""
1528,XLE,"""2023-10-13T04:00:00.000Z""",78.88,5.0636,4.0509,1.2607,8.6576,5.1573,14.2754,"""2025-08-06T00:44:22.623Z""","""2025-08-06T00:44:22.623Z"""
1529,XLE,"""2023-10-16T04:00:00.000Z""",86.13,5.9562,4.765,1.1802,10.986,2.3354,15.6041,"""2025-08-06T00:44:22.624Z""","""2025-08-06T00:44:22.624Z"""
1530,XLE,"""2023-10-17T04:00:00.000Z""",85.86,6.4577,5.1662,1.0145,11.9466,-1.1999,13.1857,"""2025-08-06T00:44:22.625Z""","""2025-08-06T00:44:22.625Z"""
1531,XLE,"""2023-10-18T04:00:00.000Z""",86.9,7.0674,5.6539,1.0225,13.1369,2.7122,15.1807,"""2025-08-06T00:44:22.626Z""","""2025-08-06T00:44:22.626Z"""
1532,XLE,"""2023-10-19T04:00:00.000Z""",88.5,7.9072,6.3258,1.0525,14.8157,4.0261,18.3911,"""2025-08-06T00:44:22.627Z""","""2025-08-06T00:44:22.627Z"""
1533,XLE,"""2023-10-20T04:00:00.000Z""",80.54,8.2142,6.5714,0.9111,15.4631,-2.2803,14.4124,"""2025-08-06T00:44:22.628Z""","""2025-08-06T00:44:22.628Z"""
1534,XLE,"""2023-10-23T04:00:00.000Z""",82.2,8.4697,6.7757,0.8886,15.7663,0.9705,14.2887,"""2025-08-06T00:44:22.629Z""","""2025-08-06T00:44:22.629Z"""
1535,XLE,"""2023-10-24T04:00:00.000Z""",85.95,8.5278,6.8222,0.8362,15.1037,-0.4029,12.5573,"""2025-08-06T00:44:22.630Z""","""2025-08-06T00:44:22.630Z"""
1536,XLE,"""2023-10-25T04:00:00.000Z""",87.31,8.9803,7.1843,0.9149,15.0415,4.4848,15.9471,"""2025-08-06T00:44:22.631Z""","""2025-08-06T00:44:22.631Z"""
1537,XLE,"""2023-10-26T04:00:00.000Z""",87.43,9.3881,7.5105,0.9021,14.7768,1.3244,15.8119,"""2025-08-06T00:44:22.632Z""","""2025-08-06T00:44:22.632Z"""
1538,XLE,"""2023-10-27T04:00:00.000Z""",78.93,9.2464,7.3971,0.7851,13.3296,-2.9761,11.011,"""2025-08-06T00:44:22.633Z""","""2025-08-06T00:44:22.633Z"""
1539,XLE,"""2023-10-30T04:00:00.000Z""",80.56,9.4169,7.5335,0.8423,11.7957,3.3506,13.2617,"""2025-08-06T00:44:22.634Z""","""2025-08-06T00:44:22.634Z"""
1540,XLE,"""2023-10-31T04:00:00.000Z""",76.04,9.2964,7.4371,0.7787,9.942,-1.2299,10.5095,"""2025-08-06T00:44:22.635Z""","""2025-08-06T00:44:22.635Z"""
1541,XLE,"""2023-11-01T04:00:00.000Z""",72.95,9.0489,7.2391,0.746,8.1328,-0.3993,8.6763,"""2025-08-06T00:44:22.636Z""","""2025-08-06T00:44:22.636Z"""
1542,XLE,"""2023-11-02T04:00:00.000Z""",71.61,9.099,7.2792,0.8119,7.8121,2.9558,10.4031,"""2025-08-06T00:44:22.637Z""","""2025-08-06T00:44:22.637Z"""
1543,XLE,"""2023-11-03T04:00:00.000Z""",62.98,8.705,6.964,0.7038,7.2076,-2.7257,6.2029,"""2025-08-06T00:44:22.638Z""","""2025-08-06T00:44:22.638Z"""
1544,XLE,"""2023-11-06T04:00:00.000Z""",66.71,8.4344,6.7475,0.7296,5.9942,1.167,6.2336,"""2025-08-06T00:44:22.639Z""","""2025-08-06T00:44:22.639Z"""
1545,XLE,"""2023-11-07T04:00:00.000Z""",65.38,8.2794,6.6235,0.7728,5.4118,1.2876,6.367,"""2025-08-06T00:44:22.640Z""","""2025-08-06T00:44:22.640Z"""
1546,XLE,"""2023-11-08T04:00:00.000Z""",64.43,8.4154,6.7323,0.8985,6.2456,2.9199,8.2071,"""2025-08-06T00:44:22.641Z""","""2025-08-06T00:44:22.641Z"""
1547,XLE,"""2023-11-09T04:00:00.000Z""",66.92,8.2888,6.6311,0.8351,5.9229,-1.1065,5.9955,"""2025-08-06T00:44:22.642Z""","""2025-08-06T00:44:22.642Z"""
1548,XLE,"""2023-11-10T04:00:00.000Z""",66.48,8.1622,6.5298,0.8439,5.6502,0.5464,5.779,"""2025-08-06T00:44:22.642Z""","""2025-08-06T00:44:22.642Z"""
1549,XLE,"""2023-11-13T04:00:00.000Z""",73.25,8.6465,6.9172,1.0785,6.7653,5.4865,10.5536,"""2025-08-06T00:44:22.643Z""","""2025-08-06T00:44:22.643Z"""
1550,XLE,"""2023-11-14T04:00:00.000Z""",69.82,8.9999,7.2,1.0411,8.258,0.5581,10.0609,"""2025-08-06T00:44:22.644Z""","""2025-08-06T00:44:22.644Z"""
1551,XLE,"""2023-11-15T04:00:00.000Z""",70.72,9.4328,7.5462,1.0566,10.0097,1.9762,11.1414,"""2025-08-06T00:44:22.645Z""","""2025-08-06T00:44:22.645Z"""
1552,XLE,"""2023-11-16T04:00:00.000Z""",68.57,9.2017,7.3614,0.826,9.7864,-3.4691,6.6481,"""2025-08-06T00:44:22.646Z""","""2025-08-06T00:44:22.646Z"""
1553,XLE,"""2023-11-17T04:00:00.000Z""",66.55,9.0865,7.2692,0.858,10.1407,1.326,7.2331,"""2025-08-06T00:44:22.647Z""","""2025-08-06T00:44:22.647Z"""
1554,XLE,"""2023-11-20T04:00:00.000Z""",63.03,8.5585,6.8468,0.7013,9.7,-2.5622,3.8776,"""2025-08-06T00:44:22.648Z""","""2025-08-06T00:44:22.648Z"""
1555,XLE,"""2023-11-21T04:00:00.000Z""",68.68,8.5841,6.8673,0.8915,9.5841,4.2237,7.3848,"""2025-08-06T00:44:22.649Z""","""2025-08-06T00:44:22.649Z"""
1556,XLE,"""2023-11-22T04:00:00.000Z""",63.08,8.3508,6.6807,0.7928,9.522,-1.1742,5.5478,"""2025-08-06T00:44:22.650Z""","""2025-08-06T00:44:22.650Z"""
1557,XLE,"""2023-11-23T04:00:00.000Z""",68.02,8.0226,6.4181,0.7455,8.4577,-0.3839,4.6614,"""2025-08-06T00:44:22.651Z""","""2025-08-06T00:44:22.651Z"""
1558,XLE,"""2023-11-24T04:00:00.000Z""",63.19,7.4818,5.9854,0.6454,7.2195,-1.4741,2.5824,"""2025-08-06T00:44:22.652Z""","""2025-08-06T00:44:22.652Z"""
1559,XLE,"""2023-11-27T04:00:00.000Z""",65.06,7.319,5.8552,0.7722,6.2376,2.6943,4.8183,"""2025-08-06T00:44:22.653Z""","""2025-08-06T00:44:22.653Z"""
1560,XLE,"""2023-11-28T04:00:00.000Z""",54.02,6.6286,5.3029,0.5385,5.7796,-3.6332,0.6386,"""2025-08-06T00:44:22.654Z""","""2025-08-06T00:44:22.654Z"""
1561,XLE,"""2023-11-29T04:00:00.000Z""",57.29,6.1295,4.9036,0.5744,4.7198,0.9222,1.129,"""2025-08-06T00:44:22.655Z""","""2025-08-06T00:44:22.655Z"""
1562,XLE,"""2023-11-30T04:00:00.000Z""",54.29,5.509,4.4072,0.4752,3.7667,-1.2432,-0.3587,"""2025-08-06T00:44:22.656Z""","""2025-08-06T00:44:22.656Z"""
1563,XLE,"""2023-12-01T04:00:00.000Z""",48.95,5.2162,4.1729,0.5944,3.7708,2.0204,1.188,"""2025-08-06T00:44:22.657Z""","""2025-08-06T00:44:22.657Z"""
1564,XLE,"""2023-12-04T04:00:00.000Z""",47.7,4.9129,3.9304,0.5626,3.7383,-0.111,0.6734,"""2025-08-06T00:44:22.658Z""","""2025-08-06T00:44:22.658Z"""
1565,XLE,"""2023-12-05T04:00:00.000Z""",43.12,4.5851,3.6681,0.5089,3.1948,-0.2656,0.0809,"""2025-08-06T00:44:22.659Z""","""2025-08-06T00:44:22.659Z"""
1566,XLE,"""2023-12-06T04:00:00.000Z""",54.15,4.5256,3.6205,0.7034,3.323,1.9383,1.7317,"""2025-08-06T00:44:22.660Z""","""2025-08-06T00:44:22.660Z"""
1567,XLE,"""2023-12-07T04:00:00.000Z""",60.4,5.0872,4.0698,1.178,5.2689,5.024,6.2138,"""2025-08-06T00:44:22.661Z""","""2025-08-06T00:44:22.661Z"""
1568,XLE,"""2023-12-08T04:00:00.000Z""",63.58,5.3144,4.2516,1.0066,5.8555,-1.1222,4.4961,"""2025-08-06T00:44:22.662Z""","""2025-08-06T00:44:22.662Z"""
1569,XLE,"""2023-12-11T04:00:00.000Z""",63.36,5.9481,4.7584,1.1881,7.8572,3.785,7.977,"""2025-08-06T00:44:22.663Z""","""2025-08-06T00:44:22.663Z"""
1570,XLE,"""2023-12-12T04:00:00.000Z""",67.82,6.5179,5.2143,1.1078,9.6535,0.9977,8.5512,"""2025-08-06T00:44:22.664Z""","""2025-08-06T00:44:22.664Z"""
1571,XLE,"""2023-12-13T04:00:00.000Z""",70.16,7.036,5.6288,1.0602,11.2521,1.0213,9.2027,"""2025-08-06T00:44:22.665Z""","""2025-08-06T00:44:22.665Z"""
1572,XLE,"""2023-12-14T04:00:00.000Z""",72.54,7.2836,5.8269,0.9491,12.0207,-0.5414,8.0042,"""2025-08-06T00:44:22.666Z""","""2025-08-06T00:44:22.666Z"""
1573,XLE,"""2023-12-15T04:00:00.000Z""",67.71,7.3204,5.8563,0.8691,12.6405,-0.5166,6.9468,"""2025-08-06T00:44:22.667Z""","""2025-08-06T00:44:22.667Z"""
1574,XLE,"""2023-12-18T04:00:00.000Z""",84.4,7.967,6.3736,1.0362,13.8039,4.9079,11.2473,"""2025-08-06T00:44:22.667Z""","""2025-08-06T00:44:22.668Z"""
1575,XLE,"""2023-12-19T04:00:00.000Z""",72.38,7.8795,6.3036,0.8214,13.6059,-3.3583,7.0198,"""2025-08-06T00:44:22.669Z""","""2025-08-06T00:44:22.669Z"""
1576,XLE,"""2023-12-20T04:00:00.000Z""",74.07,7.6453,6.1162,0.7673,12.59,-0.5232,5.9445,"""2025-08-06T00:44:22.670Z""","""2025-08-06T00:44:22.670Z"""
1577,XLE,"""2023-12-21T04:00:00.000Z""",72.85,7.4696,5.9757,0.7697,11.7865,0.6588,6.0722,"""2025-08-06T00:44:22.671Z""","""2025-08-06T00:44:22.671Z"""
1578,XLE,"""2023-12-22T04:00:00.000Z""",73.42,7.2804,5.8243,0.754,10.4965,0.231,5.6651,"""2025-08-06T00:44:22.672Z""","""2025-08-06T00:44:22.672Z"""
1579,XLE,"""2023-12-25T04:00:00.000Z""",72.28,6.9606,5.5685,0.704,8.2772,-0.6091,4.5453,"""2025-08-06T00:44:22.673Z""","""2025-08-06T00:44:22.673Z"""
1580,XLE,"""2023-12-26T04:00:00.000Z""",72.8,6.9466,5.5573,0.78,6.244,2.1863,6.0451,"""2025-08-06T00:44:22.673Z""","""2025-08-06T00:44:22.673Z"""
1581,XLE,"""2023-12-27T04:00:00.000Z""",63.87,6.7289,5.3831,0.7162,5.5927,-0.8644,4.4518,"""2025-08-06T00:44:22.674Z""","""2025-08-06T00:44:22.674Z"""
1582,XLE,"""2023-12-28T04:00:00.000Z""",67.19,6.4776,5.1821,0.6976,3.8579,-0.0272,3.6985,"""2025-08-06T00:44:22.675Z""","""2025-08-06T00:44:22.675Z"""
1583,XLE,"""2023-12-29T04:00:00.000Z""",68.39,6.8331,5.4665,0.899,4.9414,4.2793,7.2509,"""2025-08-06T00:44:22.676Z""","""2025-08-06T00:44:22.676Z"""
1584,XLE,"""2024-01-01T04:00:00.000Z""",54.92,6.4116,5.1293,0.6411,4.7225,-4.0776,2.259,"""2025-08-06T00:44:22.677Z""","""2025-08-06T00:44:22.677Z"""
1585,XLE,"""2024-01-02T04:00:00.000Z""",53.25,6.029,4.8232,0.6367,4.6535,0.1417,1.7724,"""2025-08-06T00:44:22.678Z""","""2025-08-06T00:44:22.678Z"""
1586,XLE,"""2024-01-03T04:00:00.000Z""",55.56,5.7379,4.5903,0.6737,4.4878,0.5279,1.743,"""2025-08-06T00:44:22.679Z""","""2025-08-06T00:44:22.679Z"""
1587,XLE,"""2024-01-04T04:00:00.000Z""",63.14,6.01,4.808,1.0033,5.1069,3.8382,5.1002,"""2025-08-06T00:44:22.680Z""","""2025-08-06T00:44:22.680Z"""
1588,XLE,"""2024-01-05T04:00:00.000Z""",59.44,6.5034,5.2027,1.1542,6.7446,2.2783,6.7565,"""2025-08-06T00:44:22.681Z""","""2025-08-06T00:44:22.681Z"""
1589,XLE,"""2024-01-08T04:00:00.000Z""",70.32,6.9083,5.5266,1.0835,8.0618,0.5913,6.8085,"""2025-08-06T00:44:22.682Z""","""2025-08-06T00:44:22.682Z"""
1590,XLE,"""2024-01-09T04:00:00.000Z""",66.92,6.9139,5.5311,0.895,8.2947,-1.4797,4.7959,"""2025-08-06T00:44:22.683Z""","""2025-08-06T00:44:22.683Z"""
1591,XLE,"""2024-01-10T04:00:00.000Z""",60.54,6.5587,5.2469,0.7161,8.0949,-1.8105,2.625,"""2025-08-06T00:44:22.684Z""","""2025-08-06T00:44:22.684Z"""
1592,XLE,"""2024-01-11T04:00:00.000Z""",60.09,6.2025,4.962,0.6933,7.8226,-0.021,2.3057,"""2025-08-06T00:44:22.685Z""","""2025-08-06T00:44:22.685Z"""
1593,XLE,"""2024-01-12T04:00:00.000Z""",65.72,6.242,4.9936,0.8706,7.6683,2.5568,4.4557,"""2025-08-06T00:44:22.686Z""","""2025-08-06T00:44:22.686Z"""
1594,XLE,"""2024-01-15T04:00:00.000Z""",67.97,6.7777,5.4222,1.0593,9.0181,3.6886,7.8748,"""2025-08-06T00:44:22.687Z""","""2025-08-06T00:44:22.687Z"""
1595,XLE,"""2024-01-16T04:00:00.000Z""",63.24,6.6959,5.3567,0.8216,8.8443,-2.6212,4.6008,"""2025-08-06T00:44:22.688Z""","""2025-08-06T00:44:22.688Z"""
1596,XLE,"""2024-01-17T04:00:00.000Z""",62.91,6.5291,5.2233,0.7807,8.3589,-0.167,3.9672,"""2025-08-06T00:44:22.689Z""","""2025-08-06T00:44:22.689Z"""
1597,XLE,"""2024-01-18T04:00:00.000Z""",59.68,6.6072,5.2858,0.8687,8.892,1.7992,5.3095,"""2025-08-06T00:44:22.690Z""","""2025-08-06T00:44:22.690Z"""
1598,XLE,"""2024-01-19T04:00:00.000Z""",67.85,6.4456,5.1565,0.7736,8.0896,-0.921,3.8829,"""2025-08-06T00:44:22.691Z""","""2025-08-06T00:44:22.691Z"""
1599,XLE,"""2024-01-22T04:00:00.000Z""",61.18,5.8809,4.7047,0.5866,6.7405,-2.2964,1.146,"""2025-08-06T00:44:22.692Z""","""2025-08-06T00:44:22.692Z"""
1600,XLE,"""2024-01-23T04:00:00.000Z""",64.05,5.7528,4.6022,0.7487,5.2444,2.4583,3.253,"""2025-08-06T00:44:22.693Z""","""2025-08-06T00:44:22.693Z"""
1601,XLE,"""2024-01-24T04:00:00.000Z""",62.62,5.9945,4.7956,0.905,5.7172,2.565,5.3326,"""2025-08-06T00:44:22.694Z""","""2025-08-06T00:44:22.694Z"""
1602,XLE,"""2024-01-25T04:00:00.000Z""",54.4,5.81,4.648,0.7346,5.8322,-1.8744,2.9057,"""2025-08-06T00:44:22.695Z""","""2025-08-06T00:44:22.695Z"""
1603,XLE,"""2024-01-26T04:00:00.000Z""",48.04,5.1813,4.145,0.5093,5.8985,-2.6135,0.1143,"""2025-08-06T00:44:22.695Z""","""2025-08-06T00:44:22.695Z"""
1604,XLE,"""2024-01-29T04:00:00.000Z""",47.95,4.3887,3.511,0.3495,6.1305,-1.5467,-1.6547,"""2025-08-06T00:44:22.696Z""","""2025-08-06T00:44:22.696Z"""
1605,XLE,"""2024-01-30T04:00:00.000Z""",53.19,3.8741,3.0993,0.403,5.7,1.0196,-0.9169,"""2025-08-06T00:44:22.697Z""","""2025-08-06T00:44:22.697Z"""
1606,XLE,"""2024-01-31T04:00:00.000Z""",58.45,3.9445,3.1556,0.7494,5.1017,3.3419,1.979,"""2025-08-06T00:44:22.698Z""","""2025-08-06T00:44:22.698Z"""
1607,XLE,"""2024-02-01T04:00:00.000Z""",53.36,3.8526,3.082,0.6485,5.0168,-0.6378,1.1333,"""2025-08-06T00:44:22.699Z""","""2025-08-06T00:44:22.699Z"""
1608,XLE,"""2024-02-02T04:00:00.000Z""",45.09,3.6393,2.9115,0.5608,4.6502,-0.6118,0.4633,"""2025-08-06T00:44:22.700Z""","""2025-08-06T00:44:22.700Z"""
1609,XLE,"""2024-02-05T04:00:00.000Z""",56.5,3.8958,3.1167,0.8956,5.174,2.9416,3.2438,"""2025-08-06T00:44:22.701Z""","""2025-08-06T00:44:22.701Z"""
1610,XLE,"""2024-02-06T04:00:00.000Z""",55.73,3.9719,3.1775,0.7995,5.4175,-0.495,2.5099,"""2025-08-06T00:44:22.702Z""","""2025-08-06T00:44:22.702Z"""
1611,XLE,"""2024-02-07T04:00:00.000Z""",47.47,3.6088,2.8871,0.4915,5.3632,-2.3299,-0.0648,"""2025-08-06T00:44:22.703Z""","""2025-08-06T00:44:22.703Z"""
1612,XLE,"""2024-02-08T04:00:00.000Z""",55.08,3.7906,3.0325,0.8852,5.8246,3.2076,2.7838,"""2025-08-06T00:44:22.704Z""","""2025-08-06T00:44:22.704Z"""
1613,XLE,"""2024-02-09T04:00:00.000Z""",54.69,3.4942,2.7954,0.5275,5.4818,-2.4238,0.1934,"""2025-08-06T00:44:22.705Z""","""2025-08-06T00:44:22.705Z"""
1614,XLE,"""2024-02-12T04:00:00.000Z""",44.77,2.706,2.1648,0.1165,6.0062,-3.2402,-2.8153,"""2025-08-06T00:44:22.706Z""","""2025-08-06T00:44:22.706Z"""
1615,XLE,"""2024-02-13T04:00:00.000Z""",41.55,2.2124,1.7699,0.2634,5.7683,1.0041,-1.778,"""2025-08-06T00:44:22.707Z""","""2025-08-06T00:44:22.707Z"""
1616,XLE,"""2024-02-14T04:00:00.000Z""",51.59,2.374,1.8992,0.7239,5.9147,3.6843,1.7121,"""2025-08-06T00:44:22.708Z""","""2025-08-06T00:44:22.708Z"""
1617,XLE,"""2024-02-15T04:00:00.000Z""",59.85,2.7967,2.2373,0.9338,6.4453,2.0016,3.604,"""2025-08-06T00:44:22.709Z""","""2025-08-06T00:44:22.709Z"""
1618,XLE,"""2024-02-16T04:00:00.000Z""",56.66,2.6013,2.0811,0.5556,5.7188,-3.004,0.4619,"""2025-08-06T00:44:22.710Z""","""2025-08-06T00:44:22.710Z"""
1619,XLE,"""2024-02-19T04:00:00.000Z""",53.2,2.2464,1.7971,0.4113,5.2732,-1.079,-0.7115,"""2025-08-06T00:44:22.711Z""","""2025-08-06T00:44:22.711Z"""
1620,XLE,"""2024-02-20T04:00:00.000Z""",50.45,2.1955,1.7564,0.6028,5.284,1.6008,0.8279,"""2025-08-06T00:44:22.712Z""","""2025-08-06T00:44:22.712Z"""
1621,XLE,"""2024-02-21T04:00:00.000Z""",48.97,1.8921,1.5137,0.4332,5.3354,-1.4861,-0.518,"""2025-08-06T00:44:22.713Z""","""2025-08-06T00:44:22.713Z"""
1622,XLE,"""2024-02-22T04:00:00.000Z""",44.85,1.1088,0.887,0.0743,6.2499,-3.3147,-3.6011,"""2025-08-06T00:44:22.714Z""","""2025-08-06T00:44:22.714Z"""
1623,XLE,"""2024-02-23T04:00:00.000Z""",40.68,0.5901,0.4721,0.1714,6.4768,0.7044,-2.8666,"""2025-08-06T00:44:22.715Z""","""2025-08-06T00:44:22.715Z"""
1624,XLE,"""2024-02-26T04:00:00.000Z""",40.46,0.0717,0.0574,0.1011,6.801,-0.684,-3.5171,"""2025-08-06T00:44:22.716Z""","""2025-08-06T00:44:22.716Z"""
1625,XLE,"""2024-02-27T04:00:00.000Z""",42.62,-0.4725,-0.378,0.048,7.4946,-0.8974,-4.2805,"""2025-08-06T00:44:22.717Z""","""2025-08-06T00:44:22.717Z"""
1626,XLE,"""2024-02-28T04:00:00.000Z""",44.71,-0.2162,-0.1729,0.5058,6.9078,4.4696,0.0545,"""2025-08-06T00:44:22.718Z""","""2025-08-06T00:44:22.718Z"""
1627,XLE,"""2024-02-29T04:00:00.000Z""",45.52,-0.3248,-0.2598,0.3122,6.8824,-1.9704,-1.7962,"""2025-08-06T00:44:22.719Z""","""2025-08-06T00:44:22.719Z"""
1628,XLE,"""2024-03-01T04:00:00.000Z""",51.9,-0.3544,-0.2835,0.3558,6.7625,0.3341,-1.3931,"""2025-08-06T00:44:22.720Z""","""2025-08-06T00:44:22.720Z"""
1629,XLE,"""2024-03-04T04:00:00.000Z""",47.19,-0.612,-0.4896,0.2269,6.9754,-1.5319,-2.6127,"""2025-08-06T00:44:22.721Z""","""2025-08-06T00:44:22.721Z"""
1630,XLE,"""2024-03-05T04:00:00.000Z""",40.97,-0.6769,-0.5415,0.3328,6.624,0.8481,-1.5575,"""2025-08-06T00:44:22.722Z""","""2025-08-06T00:44:22.722Z"""
1631,XLE,"""2024-03-06T04:00:00.000Z""",31.64,-1.1332,-0.9065,0.1058,5.6385,-2.6726,-3.9533,"""2025-08-06T00:44:22.722Z""","""2025-08-06T00:44:22.723Z"""
