id,symbol,date,price,volume,change_percent,created_at,open,high,low,close
7584,XLC,"""2024-08-26T04:00:00.000Z""",68.29,6533250,1.1,"""2025-08-06T00:43:59.140Z""",67.55,68.38,67.5,68.29
7585,XLC,"""2024-08-27T04:00:00.000Z""",67.66,5831761,-0.93,"""2025-08-06T00:43:59.140Z""",68.29,68.36,67.63,67.66
7586,XLC,"""2024-08-28T04:00:00.000Z""",68.07,5971699,0.61,"""2025-08-06T00:43:59.140Z""",67.66,68.57,67.63,68.07
7587,XLC,"""2024-08-29T04:00:00.000Z""",68.7,8352012,0.93,"""2025-08-06T00:43:59.140Z""",68.07,69.0,67.85,68.7
7588,XLC,"""2024-08-30T04:00:00.000Z""",68.13,3255678,-0.83,"""2025-08-06T00:43:59.140Z""",68.7,68.77,67.91,68.13
7589,XLC,"""2024-09-02T04:00:00.000Z""",68.84,13328555,1.03,"""2025-08-06T00:43:59.141Z""",68.13,69.23,67.93,68.84
7590,XLC,"""2024-09-03T04:00:00.000Z""",67.67,11162369,-1.69,"""2025-08-06T00:43:59.141Z""",68.84,69.16,67.59,67.67
7591,XLC,"""2024-09-04T04:00:00.000Z""",67.58,5485307,-0.14,"""2025-08-06T00:43:59.141Z""",67.67,68.3,67.22,67.58
7592,XLC,"""2024-09-05T04:00:00.000Z""",66.77,7078756,-1.19,"""2025-08-06T00:43:59.141Z""",67.58,67.65,66.69,66.77
7593,XLC,"""2024-09-06T04:00:00.000Z""",66.97,8156693,0.3,"""2025-08-06T00:43:59.141Z""",66.77,67.51,66.51,66.97
7594,XLC,"""2024-09-09T04:00:00.000Z""",67.18,5074592,0.31,"""2025-08-06T00:43:59.141Z""",66.97,67.35,66.86,67.18
7595,XLC,"""2024-09-10T04:00:00.000Z""",66.62,5313539,-0.84,"""2025-08-06T00:43:59.141Z""",67.18,67.64,65.69,66.62
7596,XLC,"""2024-09-11T04:00:00.000Z""",66.7,3810705,0.12,"""2025-08-06T00:43:59.141Z""",66.62,66.78,66.6,66.7
7597,XLC,"""2024-09-12T04:00:00.000Z""",65.87,7775136,-1.24,"""2025-08-06T00:43:59.141Z""",66.7,66.87,65.83,65.87
7598,XLC,"""2024-09-13T04:00:00.000Z""",66.3,13386028,0.65,"""2025-08-06T00:43:59.141Z""",65.87,66.68,65.76,66.3
7599,XLC,"""2024-09-16T04:00:00.000Z""",65.81,3345609,-0.73,"""2025-08-06T00:43:59.141Z""",66.3,66.37,65.64,65.81
7600,XLC,"""2024-09-17T04:00:00.000Z""",65.88,14666842,0.11,"""2025-08-06T00:43:59.141Z""",65.81,66.56,65.69,65.88
7601,XLC,"""2024-09-18T04:00:00.000Z""",67.14,11247363,1.9,"""2025-08-06T00:43:59.141Z""",65.88,67.74,65.5,67.14
7602,XLC,"""2024-09-19T04:00:00.000Z""",67.82,10817541,1.01,"""2025-08-06T00:43:59.141Z""",67.14,67.96,67.09,67.82
7603,XLC,"""2024-09-20T04:00:00.000Z""",68.87,6048946,1.55,"""2025-08-06T00:43:59.141Z""",67.82,69.13,67.82,68.87
7604,XLC,"""2024-09-23T04:00:00.000Z""",68.57,6563448,-0.44,"""2025-08-06T00:43:59.141Z""",68.87,69.31,67.97,68.57
7605,XLC,"""2024-09-24T04:00:00.000Z""",69.06,14897390,0.72,"""2025-08-06T00:43:59.142Z""",68.57,69.31,68.15,69.06
7606,XLC,"""2024-09-25T04:00:00.000Z""",69.05,8696590,-0.01,"""2025-08-06T00:43:59.142Z""",69.06,69.46,68.64,69.05
7607,XLC,"""2024-09-26T04:00:00.000Z""",70.65,23607796,2.32,"""2025-08-06T00:43:59.142Z""",69.05,71.56,68.7,70.65
7608,XLC,"""2024-09-27T04:00:00.000Z""",71.05,12695717,0.56,"""2025-08-06T00:43:59.142Z""",70.65,71.35,70.56,71.05
7609,XLC,"""2024-09-30T04:00:00.000Z""",71.23,3079002,0.26,"""2025-08-06T00:43:59.142Z""",71.05,71.45,70.91,71.23
7610,XLC,"""2024-10-01T04:00:00.000Z""",72.49,13260428,1.76,"""2025-08-06T00:43:59.142Z""",71.23,72.7,70.78,72.49
7611,XLC,"""2024-10-02T04:00:00.000Z""",74.18,11816312,2.33,"""2025-08-06T00:43:59.142Z""",72.49,74.6,72.21,74.18
7612,XLC,"""2024-10-03T04:00:00.000Z""",73.49,14097078,-0.92,"""2025-08-06T00:43:59.142Z""",74.18,74.28,72.56,73.49
7613,XLC,"""2024-10-04T04:00:00.000Z""",72.95,14981259,-0.74,"""2025-08-06T00:43:59.142Z""",73.49,73.62,72.79,72.95
7614,XLC,"""2024-10-07T04:00:00.000Z""",72.94,12386146,-0.01,"""2025-08-06T00:43:59.142Z""",72.95,73.19,72.94,72.94
7615,XLC,"""2024-10-08T04:00:00.000Z""",72.97,8317870,0.04,"""2025-08-06T00:43:59.142Z""",72.94,73.19,72.92,72.97
7616,XLC,"""2024-10-09T04:00:00.000Z""",71.85,3278161,-1.53,"""2025-08-06T00:43:59.142Z""",72.97,73.61,71.03,71.85
7617,XLC,"""2024-10-10T04:00:00.000Z""",71.59,9472998,-0.36,"""2025-08-06T00:43:59.142Z""",71.85,72.17,70.75,71.59
7618,XLC,"""2024-10-11T04:00:00.000Z""",71.42,14844634,-0.24,"""2025-08-06T00:43:59.142Z""",71.59,72.56,69.97,71.42
7619,XLC,"""2024-10-14T04:00:00.000Z""",71.92,4542777,0.69,"""2025-08-06T00:43:59.142Z""",71.42,73.09,71.08,71.92
7620,XLC,"""2024-10-15T04:00:00.000Z""",72.26,12894383,0.48,"""2025-08-06T00:43:59.142Z""",71.92,72.87,70.98,72.26
7621,XLC,"""2024-10-16T04:00:00.000Z""",72.63,14600369,0.52,"""2025-08-06T00:43:59.143Z""",72.26,72.67,72.24,72.63
7622,XLC,"""2024-10-17T04:00:00.000Z""",72.71,10932798,0.1,"""2025-08-06T00:43:59.143Z""",72.63,73.97,71.89,72.71
7623,XLC,"""2024-10-18T04:00:00.000Z""",72.78,6505418,0.1,"""2025-08-06T00:43:59.143Z""",72.71,72.9,72.64,72.78
7624,XLC,"""2024-10-21T04:00:00.000Z""",71.16,32767292,-2.23,"""2025-08-06T00:43:59.143Z""",72.78,72.82,70.9,71.16
7625,XLC,"""2024-10-22T04:00:00.000Z""",71.03,6782426,-0.18,"""2025-08-06T00:43:59.143Z""",71.16,71.57,69.95,71.03
7626,XLC,"""2024-10-23T04:00:00.000Z""",70.48,4780598,-0.78,"""2025-08-06T00:43:59.143Z""",71.03,71.31,69.87,70.48
7627,XLC,"""2024-10-24T04:00:00.000Z""",70.67,11760201,0.28,"""2025-08-06T00:43:59.143Z""",70.48,71.49,70.3,70.67
7628,XLC,"""2024-10-25T04:00:00.000Z""",70.76,3192283,0.13,"""2025-08-06T00:43:59.143Z""",70.67,70.79,70.62,70.76
7629,XLC,"""2024-10-28T04:00:00.000Z""",72.17,13772140,1.99,"""2025-08-06T00:43:59.143Z""",70.76,72.26,70.73,72.17
7630,XLC,"""2024-10-29T04:00:00.000Z""",74.55,26022540,3.29,"""2025-08-06T00:43:59.143Z""",72.17,74.91,71.92,74.55
7631,XLC,"""2024-10-30T04:00:00.000Z""",73.81,12297494,-1.0,"""2025-08-06T00:43:59.143Z""",74.55,74.74,73.5,73.81
7632,XLC,"""2024-10-31T04:00:00.000Z""",73.26,8653632,-0.74,"""2025-08-06T00:43:59.143Z""",73.81,73.91,73.25,73.26
7633,XLC,"""2024-11-01T04:00:00.000Z""",72.94,11695189,-0.44,"""2025-08-06T00:43:59.143Z""",73.26,73.49,71.65,72.94
7634,XLC,"""2024-11-04T04:00:00.000Z""",73.74,6378450,1.1,"""2025-08-06T00:43:59.143Z""",72.94,74.05,72.82,73.74
7635,XLC,"""2024-11-05T04:00:00.000Z""",74.8,4902505,1.43,"""2025-08-06T00:43:59.143Z""",73.74,75.08,73.63,74.8
7636,XLC,"""2024-11-06T04:00:00.000Z""",75.32,11494092,0.7,"""2025-08-06T00:43:59.144Z""",74.8,75.38,74.75,75.32
7637,XLC,"""2024-11-07T04:00:00.000Z""",76.16,12905215,1.12,"""2025-08-06T00:43:59.144Z""",75.32,76.44,75.03,76.16
7638,XLC,"""2024-11-08T04:00:00.000Z""",75.71,4609389,-0.59,"""2025-08-06T00:43:59.144Z""",76.16,76.64,75.06,75.71
7639,XLC,"""2024-11-11T04:00:00.000Z""",75.35,12436602,-0.48,"""2025-08-06T00:43:59.144Z""",75.71,75.75,75.28,75.35
7640,XLC,"""2024-11-12T04:00:00.000Z""",76.02,5050715,0.89,"""2025-08-06T00:43:59.144Z""",75.35,76.87,75.12,76.02
7641,XLC,"""2024-11-13T04:00:00.000Z""",75.5,6231521,-0.69,"""2025-08-06T00:43:59.144Z""",76.02,76.56,75.27,75.5
7642,XLC,"""2024-11-14T04:00:00.000Z""",75.09,2964322,-0.54,"""2025-08-06T00:43:59.144Z""",75.5,75.72,74.71,75.09
7643,XLC,"""2024-11-15T04:00:00.000Z""",74.5,3124600,-0.79,"""2025-08-06T00:43:59.144Z""",75.09,75.37,74.45,74.5
7644,XLC,"""2024-11-18T04:00:00.000Z""",74.49,2905318,-0.01,"""2025-08-06T00:43:59.144Z""",74.5,74.58,74.43,74.49
7645,XLC,"""2024-11-19T04:00:00.000Z""",73.09,11012911,-1.88,"""2025-08-06T00:43:59.144Z""",74.49,74.53,72.65,73.09
7646,XLC,"""2024-11-20T04:00:00.000Z""",73.08,5094859,-0.0,"""2025-08-06T00:43:59.144Z""",73.09,73.86,72.41,73.08
7647,XLC,"""2024-11-21T04:00:00.000Z""",72.67,6422490,-0.56,"""2025-08-06T00:43:59.144Z""",73.08,73.39,71.84,72.67
7648,XLC,"""2024-11-22T04:00:00.000Z""",72.59,12021610,-0.11,"""2025-08-06T00:43:59.144Z""",72.67,72.68,72.23,72.59
7649,XLC,"""2024-11-25T04:00:00.000Z""",72.06,13599537,-0.74,"""2025-08-06T00:43:59.144Z""",72.59,72.67,71.65,72.06
7650,XLC,"""2024-11-26T04:00:00.000Z""",72.34,13648546,0.4,"""2025-08-06T00:43:59.145Z""",72.06,72.4,71.89,72.34
7651,XLC,"""2024-11-27T04:00:00.000Z""",72.82,11260661,0.66,"""2025-08-06T00:43:59.145Z""",72.34,73.82,72.08,72.82
7652,XLC,"""2024-11-28T04:00:00.000Z""",71.67,4477891,-1.58,"""2025-08-06T00:43:59.145Z""",72.82,73.08,70.73,71.67
7653,XLC,"""2024-11-29T04:00:00.000Z""",72.59,2023794,1.29,"""2025-08-06T00:43:59.145Z""",71.67,72.7,71.48,72.59
7654,XLC,"""2024-12-02T04:00:00.000Z""",73.4,6031886,1.11,"""2025-08-06T00:43:59.145Z""",72.59,73.46,72.48,73.4
7655,XLC,"""2024-12-03T04:00:00.000Z""",72.93,12007409,-0.64,"""2025-08-06T00:43:59.145Z""",73.4,73.6,72.22,72.93
7656,XLC,"""2024-12-04T04:00:00.000Z""",72.66,14034220,-0.37,"""2025-08-06T00:43:59.145Z""",72.93,73.12,72.31,72.66
7657,XLC,"""2024-12-05T04:00:00.000Z""",73.36,2334965,0.96,"""2025-08-06T00:43:59.145Z""",72.66,73.54,72.58,73.36
7658,XLC,"""2024-12-06T04:00:00.000Z""",73.98,8141083,0.84,"""2025-08-06T00:43:59.145Z""",73.36,74.82,72.9,73.98
7659,XLC,"""2024-12-09T04:00:00.000Z""",74.68,8910183,0.95,"""2025-08-06T00:43:59.145Z""",73.98,74.98,73.43,74.68
7660,XLC,"""2024-12-10T04:00:00.000Z""",75.4,14187362,0.96,"""2025-08-06T00:43:59.145Z""",74.68,75.53,74.26,75.4
7661,XLC,"""2024-12-11T04:00:00.000Z""",74.63,11289291,-1.02,"""2025-08-06T00:43:59.145Z""",75.4,75.51,73.9,74.63
7662,XLC,"""2024-12-12T04:00:00.000Z""",74.34,2064506,-0.39,"""2025-08-06T00:43:59.145Z""",74.63,74.82,74.22,74.34
7663,XLC,"""2024-12-13T04:00:00.000Z""",74.78,9216999,0.6,"""2025-08-06T00:43:59.145Z""",74.34,74.81,74.22,74.78
7664,XLC,"""2024-12-16T04:00:00.000Z""",74.17,11148746,-0.82,"""2025-08-06T00:43:59.145Z""",74.78,74.88,73.25,74.17
7665,XLC,"""2024-12-17T04:00:00.000Z""",74.31,12157841,0.2,"""2025-08-06T00:43:59.145Z""",74.17,74.78,73.77,74.31
7666,XLC,"""2024-12-18T04:00:00.000Z""",72.91,9475807,-1.89,"""2025-08-06T00:43:59.146Z""",74.31,74.85,71.59,72.91
7667,XLC,"""2024-12-19T04:00:00.000Z""",72.73,6211242,-0.26,"""2025-08-06T00:43:59.146Z""",72.91,72.94,72.67,72.73
7668,XLC,"""2024-12-20T04:00:00.000Z""",73.79,4967322,1.47,"""2025-08-06T00:43:59.146Z""",72.73,74.27,72.45,73.79
7669,XLC,"""2024-12-23T04:00:00.000Z""",74.91,3127796,1.51,"""2025-08-06T00:43:59.146Z""",73.79,75.4,73.64,74.91
7670,XLC,"""2024-12-24T04:00:00.000Z""",73.35,12593185,-2.08,"""2025-08-06T00:43:59.146Z""",74.91,75.3,72.49,73.35
7671,XLC,"""2024-12-25T04:00:00.000Z""",73.23,10117234,-0.16,"""2025-08-06T00:43:59.146Z""",73.35,73.43,72.99,73.23
7672,XLC,"""2024-12-26T04:00:00.000Z""",72.04,11800257,-1.62,"""2025-08-06T00:43:59.146Z""",73.23,73.23,71.82,72.04
7673,XLC,"""2024-12-27T04:00:00.000Z""",71.95,8629344,-0.13,"""2025-08-06T00:43:59.146Z""",72.04,72.44,71.12,71.95
7674,XLC,"""2024-12-30T04:00:00.000Z""",71.65,14015219,-0.42,"""2025-08-06T00:43:59.146Z""",71.95,72.21,70.1,71.65
7675,XLC,"""2024-12-31T04:00:00.000Z""",71.46,12267792,-0.26,"""2025-08-06T00:43:59.146Z""",71.65,72.04,70.19,71.46
7676,XLC,"""2025-01-01T04:00:00.000Z""",71.28,9252467,-0.25,"""2025-08-06T00:43:59.146Z""",71.46,71.75,70.18,71.28
7677,XLC,"""2025-01-02T04:00:00.000Z""",70.96,3089678,-0.45,"""2025-08-06T00:43:59.146Z""",71.28,72.05,70.17,70.96
7678,XLC,"""2025-01-03T04:00:00.000Z""",71.29,5200867,0.46,"""2025-08-06T00:43:59.146Z""",70.96,72.16,70.89,71.29
7679,XLC,"""2025-01-06T04:00:00.000Z""",72.15,14654615,1.21,"""2025-08-06T00:43:59.147Z""",71.29,72.62,71.17,72.15
7680,XLC,"""2025-01-07T04:00:00.000Z""",73.02,5339744,1.21,"""2025-08-06T00:43:59.147Z""",72.15,73.19,71.66,73.02
7681,XLC,"""2025-01-08T04:00:00.000Z""",72.21,12295715,-1.11,"""2025-08-06T00:43:59.147Z""",73.02,73.39,71.24,72.21
7682,XLC,"""2025-01-09T04:00:00.000Z""",71.7,8524607,-0.71,"""2025-08-06T00:43:59.147Z""",72.21,72.46,71.65,71.7
7683,XLC,"""2025-01-10T04:00:00.000Z""",71.0,4896033,-0.97,"""2025-08-06T00:43:59.147Z""",71.7,71.81,70.71,71.0
7684,XLC,"""2025-01-13T04:00:00.000Z""",71.01,14356014,0.01,"""2025-08-06T00:43:59.147Z""",71.0,72.18,70.41,71.01
7685,XLC,"""2025-01-14T04:00:00.000Z""",72.14,14448396,1.59,"""2025-08-06T00:43:59.147Z""",71.01,72.56,70.63,72.14
7686,XLC,"""2025-01-15T04:00:00.000Z""",71.76,11675146,-0.53,"""2025-08-06T00:43:59.147Z""",72.14,72.47,71.49,71.76
7687,XLC,"""2025-01-16T04:00:00.000Z""",71.87,11460146,0.15,"""2025-08-06T00:43:59.147Z""",71.76,72.99,71.49,71.87
7688,XLC,"""2025-01-17T04:00:00.000Z""",71.72,6020158,-0.2,"""2025-08-06T00:43:59.147Z""",71.87,72.15,71.62,71.72
7689,XLC,"""2025-01-20T04:00:00.000Z""",70.34,9963184,-1.93,"""2025-08-06T00:43:59.147Z""",71.72,71.73,70.21,70.34
7690,XLC,"""2025-01-21T04:00:00.000Z""",71.07,11211435,1.04,"""2025-08-06T00:43:59.147Z""",70.34,71.12,70.27,71.07
7691,XLC,"""2025-01-22T04:00:00.000Z""",68.46,15251190,-3.68,"""2025-08-06T00:43:59.147Z""",71.07,71.1,68.32,68.46
7692,XLC,"""2025-01-23T04:00:00.000Z""",68.37,3648578,-0.12,"""2025-08-06T00:43:59.147Z""",68.46,68.61,68.03,68.37
7693,XLC,"""2025-01-24T04:00:00.000Z""",68.61,13986530,0.35,"""2025-08-06T00:43:59.148Z""",68.37,68.62,68.11,68.61
7694,XLC,"""2025-01-27T04:00:00.000Z""",68.18,9588552,-0.63,"""2025-08-06T00:43:59.148Z""",68.61,68.9,67.6,68.18
7695,XLC,"""2025-01-28T04:00:00.000Z""",69.36,2656069,1.73,"""2025-08-06T00:43:59.148Z""",68.18,69.47,68.1,69.36
7696,XLC,"""2025-01-29T04:00:00.000Z""",68.79,10847957,-0.82,"""2025-08-06T00:43:59.148Z""",69.36,69.42,68.15,68.79
7697,XLC,"""2025-01-30T04:00:00.000Z""",68.5,7986398,-0.43,"""2025-08-06T00:43:59.148Z""",68.79,68.93,68.17,68.5
7698,XLC,"""2025-01-31T04:00:00.000Z""",68.8,11758003,0.45,"""2025-08-06T00:43:59.148Z""",68.5,69.34,68.13,68.8
7699,XLC,"""2025-02-03T04:00:00.000Z""",68.81,6711095,0.01,"""2025-08-06T00:43:59.148Z""",68.8,69.15,68.53,68.81
7700,XLC,"""2025-02-04T04:00:00.000Z""",69.29,11884611,0.7,"""2025-08-06T00:43:59.148Z""",68.81,69.33,68.69,69.29
7701,XLC,"""2025-02-05T04:00:00.000Z""",67.97,3222200,-1.9,"""2025-08-06T00:43:59.148Z""",69.29,69.32,67.27,67.97
7702,XLC,"""2025-02-06T04:00:00.000Z""",67.49,5197003,-0.71,"""2025-08-06T00:43:59.148Z""",67.97,68.18,67.13,67.49
7703,XLC,"""2025-02-07T04:00:00.000Z""",67.48,12469182,-0.01,"""2025-08-06T00:43:59.148Z""",67.49,67.5,67.04,67.48
7704,XLC,"""2025-02-10T04:00:00.000Z""",67.5,12653818,0.03,"""2025-08-06T00:43:59.148Z""",67.48,68.47,67.42,67.5
7705,XLC,"""2025-02-11T04:00:00.000Z""",67.25,9282614,-0.36,"""2025-08-06T00:43:59.148Z""",67.5,67.65,66.29,67.25
7706,XLC,"""2025-02-12T04:00:00.000Z""",66.93,12625296,-0.48,"""2025-08-06T00:43:59.148Z""",67.25,67.36,66.72,66.93
7707,XLC,"""2025-02-13T04:00:00.000Z""",66.93,2660203,-0.0,"""2025-08-06T00:43:59.149Z""",66.93,67.3,66.5,66.93
7708,XLC,"""2025-02-14T04:00:00.000Z""",66.13,2226727,-1.2,"""2025-08-06T00:43:59.149Z""",66.93,67.51,65.96,66.13
7709,XLC,"""2025-02-17T04:00:00.000Z""",66.76,11013486,0.96,"""2025-08-06T00:43:59.149Z""",66.13,66.83,65.81,66.76
7710,XLC,"""2025-02-18T04:00:00.000Z""",67.34,11594282,0.86,"""2025-08-06T00:43:59.149Z""",66.76,67.36,66.67,67.34
7711,XLC,"""2025-02-19T04:00:00.000Z""",66.72,5172927,-0.92,"""2025-08-06T00:43:59.149Z""",67.34,67.37,66.56,66.72
7712,XLC,"""2025-02-20T04:00:00.000Z""",65.3,34979858,-2.12,"""2025-08-06T00:43:59.149Z""",66.72,66.76,63.98,65.3
7713,XLC,"""2025-02-21T04:00:00.000Z""",64.6,4354955,-1.07,"""2025-08-06T00:43:59.149Z""",65.3,65.36,63.96,64.6
7714,XLC,"""2025-02-24T04:00:00.000Z""",64.91,4324802,0.47,"""2025-08-06T00:43:59.149Z""",64.6,65.0,64.16,64.91
7715,XLC,"""2025-02-25T04:00:00.000Z""",64.66,14263772,-0.38,"""2025-08-06T00:43:59.149Z""",64.91,65.01,64.19,64.66
7716,XLC,"""2025-02-26T04:00:00.000Z""",65.37,8644670,1.09,"""2025-08-06T00:43:59.149Z""",64.66,65.87,64.34,65.37
7717,XLC,"""2025-02-27T04:00:00.000Z""",64.68,13408001,-1.05,"""2025-08-06T00:43:59.149Z""",65.37,65.59,64.25,64.68
7718,XLC,"""2025-02-28T04:00:00.000Z""",64.57,2643892,-0.18,"""2025-08-06T00:43:59.149Z""",64.68,64.84,64.28,64.57
7719,XLC,"""2025-03-03T04:00:00.000Z""",64.68,3209388,0.18,"""2025-08-06T00:43:59.149Z""",64.57,64.69,64.31,64.68
7720,XLC,"""2025-03-04T04:00:00.000Z""",65.04,5568244,0.55,"""2025-08-06T00:43:59.150Z""",64.68,65.07,64.39,65.04
7721,XLC,"""2025-03-05T04:00:00.000Z""",64.64,8343270,-0.62,"""2025-08-06T00:43:59.150Z""",65.04,65.88,63.21,64.64
7722,XLC,"""2025-03-06T04:00:00.000Z""",63.68,4582392,-1.48,"""2025-08-06T00:43:59.150Z""",64.64,64.79,63.23,63.68
7723,XLC,"""2025-03-07T04:00:00.000Z""",63.64,3779074,-0.07,"""2025-08-06T00:43:59.150Z""",63.68,63.77,63.27,63.64
7724,XLC,"""2025-03-10T04:00:00.000Z""",63.57,13631685,-0.11,"""2025-08-06T00:43:59.150Z""",63.64,63.88,62.98,63.57
7725,XLC,"""2025-03-11T04:00:00.000Z""",62.74,11892586,-1.3,"""2025-08-06T00:43:59.150Z""",63.57,64.14,62.46,62.74
7726,XLC,"""2025-03-12T04:00:00.000Z""",62.26,2002450,-0.76,"""2025-08-06T00:43:59.150Z""",62.74,62.95,61.37,62.26
7727,XLC,"""2025-03-13T04:00:00.000Z""",62.77,8296683,0.82,"""2025-08-06T00:43:59.150Z""",62.26,62.85,62.13,62.77
7728,XLC,"""2025-03-14T04:00:00.000Z""",62.87,13446138,0.15,"""2025-08-06T00:43:59.150Z""",62.77,63.29,62.71,62.87
7729,XLC,"""2025-03-17T04:00:00.000Z""",63.39,14210208,0.84,"""2025-08-06T00:43:59.150Z""",62.87,63.58,62.78,63.39
7730,XLC,"""2025-03-18T04:00:00.000Z""",64.43,11434113,1.64,"""2025-08-06T00:43:59.150Z""",63.39,64.44,63.36,64.43
7731,XLC,"""2025-03-19T04:00:00.000Z""",63.08,11849995,-2.09,"""2025-08-06T00:43:59.150Z""",64.43,64.47,62.86,63.08
7732,XLC,"""2025-03-20T04:00:00.000Z""",61.77,19153788,-2.08,"""2025-08-06T00:43:59.150Z""",63.08,63.11,61.43,61.77
7733,XLC,"""2025-03-21T04:00:00.000Z""",62.16,12492053,0.62,"""2025-08-06T00:43:59.150Z""",61.77,62.2,61.42,62.16
7734,XLC,"""2025-03-24T04:00:00.000Z""",61.18,12989739,-1.57,"""2025-08-06T00:43:59.150Z""",62.16,62.24,61.12,61.18
7735,XLC,"""2025-03-25T04:00:00.000Z""",61.91,11902059,1.19,"""2025-08-06T00:43:59.151Z""",61.18,62.28,60.82,61.91
7736,XLC,"""2025-03-26T04:00:00.000Z""",62.59,12112600,1.1,"""2025-08-06T00:43:59.151Z""",61.91,62.79,61.79,62.59
7737,XLC,"""2025-03-27T04:00:00.000Z""",61.45,6522844,-1.83,"""2025-08-06T00:43:59.151Z""",62.59,62.77,61.03,61.45
7738,XLC,"""2025-03-28T04:00:00.000Z""",60.5,5524515,-1.55,"""2025-08-06T00:43:59.151Z""",61.45,61.95,60.31,60.5
7739,XLC,"""2025-03-31T04:00:00.000Z""",61.6,11956207,1.82,"""2025-08-06T00:43:59.151Z""",60.5,61.73,60.29,61.6
7740,XLC,"""2025-04-01T04:00:00.000Z""",60.83,11964856,-1.26,"""2025-08-06T00:43:59.151Z""",61.6,61.62,60.24,60.83
7741,XLC,"""2025-04-02T04:00:00.000Z""",61.23,9613182,0.66,"""2025-08-06T00:43:59.151Z""",60.83,61.34,60.74,61.23
7742,XLC,"""2025-04-03T04:00:00.000Z""",61.25,6836494,0.05,"""2025-08-06T00:43:59.151Z""",61.23,62.61,61.03,61.25
7743,XLC,"""2025-04-04T04:00:00.000Z""",60.15,7979462,-1.8,"""2025-08-06T00:43:59.151Z""",61.25,61.28,59.37,60.15
7744,XLC,"""2025-04-07T04:00:00.000Z""",59.36,12925229,-1.31,"""2025-08-06T00:43:59.151Z""",60.15,60.25,59.18,59.36
7745,XLC,"""2025-04-08T04:00:00.000Z""",58.93,12067832,-0.73,"""2025-08-06T00:43:59.151Z""",59.36,59.6,58.65,58.93
7746,XLC,"""2025-04-09T04:00:00.000Z""",59.01,8710375,0.13,"""2025-08-06T00:43:59.151Z""",58.93,59.05,58.81,59.01
7747,XLC,"""2025-04-10T04:00:00.000Z""",59.04,2196022,0.05,"""2025-08-06T00:43:59.151Z""",59.01,59.52,58.63,59.04
7748,XLC,"""2025-04-11T04:00:00.000Z""",58.4,9962896,-1.08,"""2025-08-06T00:43:59.151Z""",59.04,59.36,58.28,58.4
7749,XLC,"""2025-04-14T04:00:00.000Z""",59.79,28026171,2.37,"""2025-08-06T00:43:59.151Z""",58.4,60.09,58.2,59.79
7750,XLC,"""2025-04-15T04:00:00.000Z""",60.09,7736890,0.51,"""2025-08-06T00:43:59.152Z""",59.79,60.37,59.65,60.09
7751,XLC,"""2025-04-16T04:00:00.000Z""",59.74,13125700,-0.58,"""2025-08-06T00:43:59.152Z""",60.09,60.18,59.62,59.74
7752,XLC,"""2025-04-17T04:00:00.000Z""",60.76,11460165,1.71,"""2025-08-06T00:43:59.152Z""",59.74,60.86,59.63,60.76
7753,XLC,"""2025-04-18T04:00:00.000Z""",60.33,3724768,-0.71,"""2025-08-06T00:43:59.152Z""",60.76,60.87,59.84,60.33
7754,XLC,"""2025-04-21T04:00:00.000Z""",59.5,2746083,-1.37,"""2025-08-06T00:43:59.152Z""",60.33,60.38,59.29,59.5
7755,XLC,"""2025-04-22T04:00:00.000Z""",59.8,6040571,0.5,"""2025-08-06T00:43:59.152Z""",59.5,59.82,59.25,59.8
7756,XLC,"""2025-04-23T04:00:00.000Z""",60.19,14062125,0.65,"""2025-08-06T00:43:59.152Z""",59.8,60.51,59.43,60.19
7757,XLC,"""2025-04-24T04:00:00.000Z""",60.38,4628103,0.32,"""2025-08-06T00:43:59.152Z""",60.19,60.52,59.8,60.38
7758,XLC,"""2025-04-25T04:00:00.000Z""",59.63,1809163,-1.24,"""2025-08-06T00:43:59.152Z""",60.38,60.58,59.59,59.63
7759,XLC,"""2025-04-28T04:00:00.000Z""",59.96,8124555,0.56,"""2025-08-06T00:43:59.152Z""",59.63,60.23,59.49,59.96
7760,XLC,"""2025-04-29T04:00:00.000Z""",60.12,7598817,0.27,"""2025-08-06T00:43:59.152Z""",59.96,60.24,59.75,60.12
7761,XLC,"""2025-04-30T04:00:00.000Z""",60.54,1836570,0.69,"""2025-08-06T00:43:59.152Z""",60.12,60.56,60.05,60.54
7762,XLC,"""2025-05-01T04:00:00.000Z""",61.63,13907694,1.8,"""2025-08-06T00:43:59.152Z""",60.54,61.68,60.5,61.63
7763,XLC,"""2025-05-02T04:00:00.000Z""",61.43,9584901,-0.32,"""2025-08-06T00:43:59.153Z""",61.63,62.13,61.31,61.43
7764,XLC,"""2025-05-05T04:00:00.000Z""",61.57,3487065,0.22,"""2025-08-06T00:43:59.153Z""",61.43,62.08,61.22,61.57
7765,XLC,"""2025-05-06T04:00:00.000Z""",62.51,2832798,1.52,"""2025-08-06T00:43:59.153Z""",61.57,62.55,61.36,62.51
7766,XLC,"""2025-05-07T04:00:00.000Z""",61.97,8884310,-0.86,"""2025-08-06T00:43:59.153Z""",62.51,62.64,61.71,61.97
7767,XLC,"""2025-05-08T04:00:00.000Z""",61.24,9276233,-1.17,"""2025-08-06T00:43:59.153Z""",61.97,62.0,61.15,61.24
